Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,Year,BasePolicy,FraudFound
11,4,6,7,0,2,11,4,1,0,32,1,1,0,1,6487,11,400,2,4,3,2,5,4,0,0,0,0,0,0,1995,1,No
11,4,5,11,0,2,11,4,0,1,54,0,1,0,4,6488,12,400,4,4,3,2,5,6,1,0,0,3,0,0,1995,1,No
11,4,5,5,0,2,11,4,1,1,39,0,1,0,2,6489,2,400,1,4,3,3,7,5,0,0,0,0,0,0,1995,1,No
11,4,6,5,0,3,11,4,0,1,52,0,2,0,1,6490,10,400,3,4,3,2,7,6,0,0,0,0,4,1,1995,2,No
10,3,6,3,0,1,10,3,0,1,45,0,2,0,0,6491,4,400,4,4,3,0,6,5,0,0,0,2,0,0,1995,2,No
10,2,6,0,0,4,10,4,0,1,26,0,0,2,5,6492,15,400,3,4,3,2,4,4,0,0,0,0,0,0,1995,0,No
10,1,4,1,0,4,10,1,0,0,27,0,1,0,0,6493,16,400,1,4,3,3,6,4,0,0,0,2,0,0,1995,1,No
7,5,1,4,0,3,8,1,0,0,28,0,2,0,1,6494,10,400,2,4,3,0,5,4,1,0,0,0,0,0,1995,2,No
7,4,3,4,0,4,7,4,0,1,64,0,1,0,2,6495,4,400,2,4,3,3,7,7,0,0,0,1,0,0,1995,1,No
6,3,4,5,0,3,8,2,1,0,38,1,0,2,2,6496,8,400,3,4,3,1,6,5,0,0,0,0,0,0,1995,0,No
6,2,3,1,0,3,10,2,0,0,33,0,1,0,2,6497,9,400,2,4,3,2,6,4,0,0,1,3,0,0,1995,1,No
5,4,3,0,0,4,5,4,0,0,28,0,0,2,1,6498,14,400,4,4,3,1,5,4,0,0,0,0,0,0,1995,0,No
2,4,3,4,0,5,4,3,0,0,27,0,1,0,2,6499,5,400,4,4,3,2,6,4,1,0,0,1,0,0,1995,1,No
2,3,3,5,1,3,2,3,0,1,51,0,0,2,1,6500,15,400,1,4,3,2,6,6,0,0,0,0,0,0,1995,0,No
11,2,1,5,0,3,11,3,1,0,31,1,1,0,1,6501,1,400,3,4,3,0,4,4,0,0,1,0,0,0,1995,1,No
10,2,4,0,0,4,10,2,0,1,47,0,1,0,1,6502,10,400,1,4,3,0,7,6,0,0,0,0,0,0,1995,1,No
9,4,3,6,1,5,10,2,0,1,39,0,2,0,2,6503,8,400,2,4,3,0,4,5,0,0,0,0,0,0,1995,2,No
9,1,2,12,0,2,9,1,0,1,33,0,1,0,1,6504,15,400,2,4,3,2,5,4,0,0,0,0,0,0,1995,1,No
8,3,0,1,0,3,8,4,0,0,29,0,0,2,1,6505,1,400,1,4,3,0,6,4,0,0,0,0,0,0,1995,0,Yes
8,4,0,5,0,1,8,4,0,0,31,1,2,0,0,6506,5,400,3,4,3,1,6,4,0,0,0,3,0,0,1995,2,No
7,5,1,5,0,2,7,5,1,0,30,0,0,2,5,6507,13,400,1,4,3,2,5,4,0,0,0,0,0,0,1995,0,No
7,4,4,5,0,2,8,4,1,1,37,1,1,0,1,6508,8,400,3,4,3,0,7,5,0,0,0,3,0,0,1995,1,No
7,3,3,5,0,5,7,4,0,1,56,1,1,0,1,6509,3,400,2,4,3,0,7,7,0,0,0,0,0,0,1995,1,No
6,1,5,4,0,5,6,2,0,1,51,1,2,0,1,6510,5,400,4,4,3,2,7,6,0,0,0,2,0,0,1995,2,No
5,3,1,4,0,4,7,4,0,1,33,0,5,1,5,6511,2,400,1,4,3,0,5,4,0,0,0,3,4,1,1995,2,No
5,3,0,5,1,1,6,1,0,0,33,0,0,2,1,6512,16,400,3,4,3,2,5,4,0,0,0,0,0,0,1995,0,No
4,1,5,5,0,2,4,3,0,0,33,0,1,0,1,6513,9,400,1,4,3,0,5,4,0,0,0,0,0,0,1995,1,No
4,1,0,1,0,2,4,1,0,1,48,0,2,0,0,6514,15,400,4,4,3,2,6,6,0,0,0,3,0,0,1995,2,No
2,5,1,4,0,5,3,1,0,0,38,0,0,2,2,6515,16,400,3,4,3,1,6,5,0,0,0,2,0,0,1995,0,No
11,5,2,3,0,5,1,3,0,1,31,1,1,0,1,6516,3,400,1,4,3,2,6,4,0,0,0,1,0,0,1995,1,No
2,5,2,4,0,5,3,1,0,1,40,0,0,2,2,6517,15,400,3,4,3,3,6,5,0,0,0,0,0,0,1995,0,No
8,2,5,3,0,3,8,3,0,1,39,0,1,0,2,6518,7,400,4,4,3,0,7,5,0,0,0,3,0,0,1995,1,No
8,3,1,5,0,4,8,5,0,0,63,0,0,2,1,6519,5,400,2,4,3,3,7,7,0,0,0,3,0,0,1995,0,No
8,3,2,5,0,1,9,5,1,1,54,0,2,0,5,6520,3,400,1,4,3,1,5,6,0,0,0,0,0,2,1995,2,No
4,4,5,1,0,5,4,4,0,0,29,0,0,2,2,6521,1,400,1,4,3,0,4,4,0,0,0,3,0,0,1995,0,No
9,3,6,1,0,4,9,3,0,0,35,0,0,2,5,6522,4,400,1,4,3,3,4,4,0,0,0,1,0,0,1995,0,No
0,5,1,1,0,3,1,2,0,1,46,0,0,2,1,6523,15,400,2,4,3,1,6,6,0,0,0,1,0,0,1995,0,No
6,4,5,5,0,5,6,4,0,1,53,1,1,0,0,6524,6,400,4,4,3,2,7,6,0,0,0,3,0,0,1995,1,No
6,3,3,4,0,3,6,4,1,1,32,0,1,0,1,6525,1,400,3,4,3,0,4,4,0,0,0,0,0,0,1995,1,No
8,3,1,1,0,3,8,4,0,1,35,0,1,0,1,6526,8,400,2,4,3,0,4,4,0,0,0,0,0,0,1995,1,Yes
6,3,6,4,1,4,6,4,0,0,27,0,0,2,1,6527,7,400,3,4,3,2,5,4,0,0,0,3,0,0,1995,0,No
7,1,5,1,0,1,7,4,0,1,40,0,2,0,1,6528,11,400,1,4,3,2,5,5,0,0,0,3,0,0,1995,2,No
8,3,4,1,0,1,9,2,1,1,28,0,0,2,1,6529,5,500,1,4,3,3,5,4,0,0,0,0,3,0,1995,0,No
8,1,1,11,1,3,8,2,0,1,50,0,1,0,3,6530,16,400,4,4,3,0,7,6,0,0,0,1,0,0,1995,1,No
8,1,1,5,0,3,8,2,0,1,52,0,2,0,1,6531,9,400,2,4,3,2,7,6,0,0,0,0,0,0,1995,2,No
10,3,4,0,1,5,10,3,0,0,22,1,0,2,1,6532,11,400,3,4,3,2,4,3,1,1,0,0,4,1,1995,0,No
10,3,1,4,0,2,10,4,0,1,48,0,0,2,2,6533,4,400,1,4,3,3,6,6,0,0,0,0,0,0,1995,0,No
10,3,0,5,0,2,10,4,0,1,54,0,2,0,1,6534,13,400,1,4,3,2,6,6,0,0,0,1,0,0,1995,2,No
8,1,3,1,0,1,8,3,0,1,54,0,1,0,3,6535,2,400,3,4,3,1,5,6,0,0,0,2,0,0,1995,1,No
9,3,3,2,0,2,10,2,0,1,31,0,1,0,2,6536,2,400,3,2,3,0,5,4,0,0,0,0,0,0,1995,1,No
2,1,5,0,0,4,3,3,0,0,22,0,1,0,2,6537,12,400,1,4,3,2,5,3,0,0,0,0,0,0,1995,1,No
8,3,1,5,0,1,8,3,1,0,29,1,1,0,1,6538,13,400,4,4,3,1,6,4,0,0,0,3,0,0,1995,1,No
11,4,1,1,0,3,11,4,0,1,44,0,1,0,1,6539,15,400,4,4,3,2,7,5,0,0,0,3,0,0,1995,1,No
11,5,3,5,0,1,0,1,1,0,30,0,0,2,1,6540,5,400,1,4,3,2,6,4,0,0,0,2,0,0,1995,0,No
7,2,5,5,0,1,7,3,0,1,57,0,1,0,1,6541,6,400,4,4,3,3,5,7,0,0,0,0,0,0,1995,1,No
8,4,1,6,0,3,8,4,1,0,30,0,2,0,1,6542,2,400,1,4,3,1,5,4,0,0,0,0,0,0,1995,2,No
9,3,1,5,0,2,10,2,1,1,45,1,1,0,1,6543,10,400,1,4,3,2,6,5,0,0,0,0,0,0,1995,1,No
8,3,1,6,1,3,8,4,0,1,29,0,5,1,5,6544,12,400,3,4,3,2,6,4,0,0,0,0,0,0,1995,2,Yes
9,3,3,1,0,5,9,4,1,1,55,1,1,0,1,6545,16,400,2,4,3,0,6,6,0,0,0,0,0,0,1995,1,No
2,2,2,3,0,4,3,3,1,1,26,0,1,0,1,6546,1,400,3,4,3,2,5,4,0,0,0,1,0,0,1995,1,No
5,3,3,3,1,3,5,3,0,1,42,0,0,2,1,6547,16,400,3,4,3,3,6,5,0,0,0,0,0,0,1995,0,No
3,3,2,4,0,4,5,2,0,1,40,0,0,2,3,6548,11,400,1,4,3,2,6,5,0,0,0,0,0,0,1995,0,No
3,3,1,3,0,1,3,3,0,1,45,0,1,0,1,6549,10,400,3,4,3,0,3,5,0,0,0,0,0,0,1995,1,No
7,4,2,4,0,2,8,1,0,1,33,1,1,0,1,6550,11,400,3,4,3,0,6,4,0,0,0,1,0,0,1995,1,No
6,2,6,3,0,2,6,2,0,1,27,0,0,2,2,6551,2,400,2,4,3,3,6,4,0,0,0,0,0,0,1995,0,No
2,1,4,5,0,4,2,3,1,1,40,0,0,2,1,6552,10,400,1,4,3,3,6,5,0,0,0,1,0,0,1995,0,No
6,2,4,5,0,4,8,4,0,1,36,1,0,2,2,6553,2,400,4,4,3,2,6,5,0,0,0,2,2,1,1995,0,No
10,3,5,4,0,1,10,4,0,1,63,1,2,0,2,6554,12,400,2,4,3,0,7,7,0,0,0,3,0,0,1995,2,No
10,3,2,1,0,3,10,3,1,0,33,1,0,2,1,6555,4,400,1,4,3,0,5,4,0,0,0,0,0,0,1995,0,No
10,2,2,1,0,3,10,2,0,1,38,0,1,0,2,6556,3,400,1,4,3,3,5,5,0,0,0,0,0,0,1995,1,No
11,4,4,0,0,2,11,4,0,0,35,0,1,0,1,6557,12,400,2,4,3,0,4,4,0,0,0,0,0,0,1995,1,No
10,5,3,3,0,4,10,5,1,0,24,0,0,2,1,6558,8,400,2,4,3,3,5,3,0,0,0,3,0,0,1995,0,No
2,3,6,3,0,2,4,2,0,0,30,0,0,2,2,6559,14,400,1,4,3,3,5,4,0,0,0,0,0,0,1995,0,No
0,2,4,0,0,4,0,2,0,1,55,1,1,0,1,6560,7,400,4,4,3,2,7,6,0,0,0,2,0,0,1995,1,No
3,2,2,0,1,3,3,4,0,1,44,1,2,0,0,6561,16,400,3,4,3,0,6,5,0,0,0,3,0,2,1995,2,No
0,1,1,1,0,4,0,1,1,2,37,0,2,0,0,6562,6,400,1,4,3,1,6,5,0,0,0,0,0,0,1995,2,No
0,1,1,16,0,1,0,2,0,1,44,0,1,0,2,6563,9,400,1,4,3,0,6,5,0,0,0,0,0,0,1995,1,No
0,1,0,5,0,2,0,1,0,0,27,1,1,0,1,6564,10,400,3,4,3,0,6,4,1,0,0,3,0,0,1995,1,No
3,5,5,5,0,4,4,3,0,1,30,0,2,0,2,6565,2,400,2,4,3,0,6,4,0,0,0,0,0,0,1995,2,No
7,2,3,6,0,5,8,1,0,1,65,0,2,0,2,6566,9,400,3,4,3,0,7,7,0,0,0,0,0,0,1995,2,No
2,4,6,1,0,1,2,4,0,0,35,0,0,2,1,6567,11,400,2,4,3,2,5,4,0,0,0,0,0,0,1995,0,No
4,2,3,4,0,3,4,2,0,0,30,0,0,2,1,6568,3,400,4,4,3,0,5,4,0,0,0,1,0,0,1995,0,No
4,1,1,5,0,5,4,1,1,1,38,0,2,0,1,6569,11,400,1,4,3,2,6,5,0,0,0,3,0,0,1995,2,No
8,3,3,2,0,3,8,3,0,1,40,0,0,2,2,6570,14,400,1,4,3,1,5,5,1,0,0,2,0,0,1995,0,No
8,3,0,12,0,4,8,4,0,1,34,0,0,2,5,6571,8,400,2,4,3,3,5,4,0,0,0,0,0,0,1995,0,No
8,3,4,7,0,1,8,3,1,1,54,1,2,0,1,6572,8,400,4,4,3,0,6,6,0,0,0,1,0,0,1995,2,No
4,3,3,2,0,5,4,3,1,1,48,1,2,0,3,6573,12,700,3,4,3,2,7,6,0,0,0,3,0,0,1995,2,No
4,3,2,3,0,3,4,3,0,1,26,0,1,0,1,6574,4,400,1,4,3,0,6,4,0,0,0,0,4,1,1995,1,No
2,2,3,1,1,3,2,2,0,1,43,0,1,0,2,6575,16,400,2,4,3,2,6,5,0,0,0,3,0,0,1995,1,No
10,2,6,1,0,5,10,3,0,1,33,0,0,2,1,6576,13,400,4,4,3,2,6,4,0,0,0,0,0,0,1995,0,No
9,2,6,0,0,1,9,3,1,0,33,0,2,0,1,6577,16,400,2,4,3,1,4,4,0,0,0,1,0,0,1995,2,No
8,3,4,1,1,1,8,3,0,1,37,0,0,2,2,6578,15,400,4,4,3,0,7,5,0,0,0,0,0,0,1995,0,No
4,3,1,11,0,2,4,3,0,1,29,0,0,2,3,6579,15,400,3,4,3,3,6,4,0,0,0,3,0,0,1995,0,No
2,2,1,3,0,1,2,2,1,0,41,0,0,2,5,6580,3,500,4,4,3,3,6,5,0,0,0,2,3,0,1995,0,No
8,4,4,0,0,2,8,4,0,1,48,0,2,0,2,6581,3,400,3,4,3,2,7,6,0,0,0,1,0,0,1995,2,Yes
4,2,5,0,0,5,4,3,0,1,42,0,0,2,1,6582,7,400,4,4,3,3,6,5,0,0,0,3,0,0,1995,0,No
4,2,3,5,1,2,4,3,0,0,30,0,1,0,2,6583,16,400,3,4,3,0,6,4,0,0,0,2,0,0,1995,1,No
3,3,6,0,0,2,4,1,1,0,38,0,2,0,1,6584,11,400,3,4,3,1,6,5,0,0,0,3,0,0,1995,2,No
3,5,6,5,0,4,4,1,0,1,33,1,1,0,1,6585,3,400,4,4,3,0,6,4,0,0,0,2,0,0,1995,1,No
5,2,1,5,0,1,5,2,0,1,43,0,0,2,1,6586,16,400,2,4,3,2,5,5,0,0,0,0,0,0,1995,0,No
6,5,4,1,0,2,7,1,1,0,53,0,2,0,1,6587,7,400,2,4,3,2,6,6,0,0,0,1,0,0,1995,2,No
6,4,3,7,1,4,6,5,1,0,21,1,1,0,1,6588,3,400,1,4,3,1,3,3,0,0,0,3,0,0,1995,1,No
7,2,2,5,0,2,7,3,0,1,28,0,2,0,2,6589,10,400,2,4,3,1,6,4,0,0,0,3,0,0,1995,2,No
8,4,4,4,0,1,8,4,1,1,39,0,1,0,1,6590,16,400,2,4,3,2,4,5,0,0,0,1,0,0,1995,1,Yes
9,2,1,0,1,5,9,5,0,1,48,0,0,2,1,6591,15,400,4,4,3,3,6,6,0,0,0,2,0,0,1995,0,No
9,3,4,4,0,4,9,3,0,1,35,0,1,0,1,6592,6,400,2,4,3,2,6,4,0,0,0,2,0,0,1995,1,No
10,2,2,4,0,3,10,2,0,1,52,0,2,0,5,6593,8,400,2,4,3,1,6,6,0,0,0,2,0,0,1995,2,No
10,2,5,0,0,3,10,4,1,0,34,0,0,2,5,6594,7,400,1,4,3,1,0,4,0,0,0,0,0,0,1995,0,No
8,4,5,3,0,3,8,5,0,0,18,0,1,0,1,6595,8,400,1,4,3,3,1,2,0,0,0,3,4,1,1995,1,Yes
11,1,0,3,0,4,11,3,0,1,51,1,2,0,1,6596,15,400,4,4,3,3,7,6,0,0,0,2,0,0,1995,2,No
11,3,2,4,0,2,0,2,0,1,50,0,5,1,5,6597,4,400,2,4,3,3,7,6,0,0,0,1,0,0,1995,2,No
0,1,3,2,0,3,0,1,0,1,39,0,0,2,2,6598,3,400,3,4,3,3,3,5,0,0,0,3,0,0,1995,0,No
0,1,5,0,0,1,0,2,0,1,43,0,0,2,1,6599,7,400,3,4,3,0,6,5,0,0,0,0,0,0,1995,0,No
3,4,4,3,0,4,4,3,1,0,33,1,0,2,1,6600,9,400,3,4,3,3,6,4,0,0,0,0,0,0,1995,0,No
4,1,6,5,0,2,4,2,0,1,35,1,0,2,1,6601,8,400,4,4,3,2,5,4,0,0,0,0,0,0,1995,0,No
8,4,5,1,0,5,9,4,0,1,27,0,1,0,1,6602,16,400,4,4,3,2,5,4,0,0,1,3,0,2,1995,1,Yes
4,3,2,3,0,2,4,3,0,1,28,0,0,2,2,6603,12,400,2,4,3,2,5,4,0,0,0,1,0,0,1995,0,No
8,4,5,0,0,2,8,4,0,0,32,0,7,2,5,6604,8,400,1,4,3,0,5,4,0,0,0,3,0,0,1995,1,Yes
7,4,3,1,0,1,8,4,0,1,45,0,1,0,1,6605,14,400,4,4,3,1,6,5,1,0,0,2,0,0,1995,1,No
8,4,5,0,0,2,4,4,0,0,19,1,7,2,5,6606,4,400,2,4,3,1,4,2,0,0,0,0,0,0,1995,1,No
8,2,1,0,0,2,8,2,0,1,43,0,1,0,2,6607,1,400,3,4,3,2,6,5,0,0,0,0,0,0,1995,1,No
8,4,4,4,0,5,8,4,0,1,38,0,2,0,5,6608,15,400,4,4,3,2,7,5,0,0,0,0,0,0,1995,2,No
8,4,4,4,0,4,9,3,0,1,54,0,1,0,1,6609,14,400,4,4,3,0,7,6,0,0,0,0,0,0,1995,1,No
11,3,1,1,1,2,11,4,1,1,34,0,1,0,0,6610,1,400,3,4,3,0,4,4,0,0,0,0,0,0,1995,1,No
11,4,1,5,0,2,11,4,0,0,39,0,2,0,0,6611,3,400,2,4,3,0,6,5,0,0,0,2,0,0,1995,2,No
11,4,2,4,0,4,11,5,0,1,43,1,1,0,2,6612,6,400,4,4,3,1,6,5,1,0,0,0,0,0,1995,1,No
8,4,6,5,0,4,9,1,0,0,27,1,1,0,1,6613,12,400,1,4,3,2,5,4,0,0,0,3,0,0,1995,1,No
11,3,0,0,0,1,11,3,0,0,30,0,0,2,1,6614,12,400,2,4,3,2,6,4,0,0,0,0,0,0,1995,0,No
10,4,1,0,0,5,11,1,0,1,48,0,0,2,2,6615,15,400,1,4,3,2,6,6,0,0,1,1,0,0,1995,0,No
10,1,0,0,0,5,10,3,0,1,44,1,2,0,1,6616,3,400,4,4,3,1,7,5,0,0,0,2,4,1,1995,2,No
8,3,1,4,0,1,8,3,0,1,35,0,1,0,1,6617,7,400,3,4,3,0,6,4,0,0,0,0,0,0,1995,1,No
8,2,4,11,0,4,9,1,0,1,47,0,2,0,3,6618,14,400,4,4,3,0,7,6,0,0,0,0,0,0,1995,2,No
7,4,1,0,0,1,7,5,0,0,33,1,2,0,1,6619,14,400,1,4,3,3,5,4,0,0,0,1,0,0,1995,2,No
4,3,4,0,0,5,4,3,0,0,27,0,0,2,2,6620,8,400,4,4,3,2,5,4,0,0,0,0,0,0,1995,0,No
8,4,6,5,1,2,9,1,0,0,29,0,2,0,1,6621,16,400,1,4,3,1,4,4,0,0,0,0,0,0,1995,2,Yes
4,2,2,5,0,5,5,1,0,1,59,0,2,0,2,6622,6,400,4,4,3,0,7,7,0,0,0,0,0,0,1995,2,No
3,1,2,3,0,2,9,1,0,0,33,0,1,0,1,6623,3,400,2,4,3,2,5,4,0,0,0,3,0,0,1995,1,No
0,2,0,5,0,1,0,2,0,1,46,0,0,2,2,6624,6,400,1,4,3,2,7,6,0,0,0,3,0,0,1995,0,No
0,1,1,1,0,3,0,3,1,1,33,0,0,2,1,6625,7,400,3,4,3,2,6,4,0,0,0,0,0,0,1995,0,No
11,3,4,3,1,6,11,3,0,1,59,1,1,0,1,6626,7,400,1,4,3,1,7,7,0,0,0,1,0,0,1995,1,No
8,4,6,4,0,1,8,4,0,1,48,0,2,0,5,6627,9,400,4,4,3,0,7,6,0,0,0,0,0,0,1995,2,Yes
10,1,0,3,0,1,10,2,0,1,31,0,1,0,1,6628,5,400,1,4,3,0,5,4,0,0,0,0,0,0,1995,1,No
9,4,6,1,0,1,9,4,0,0,31,0,2,0,0,6629,16,400,4,4,3,0,6,4,0,0,0,0,0,0,1995,2,No
9,4,5,0,0,2,9,4,1,1,55,0,1,0,1,6630,16,400,4,4,3,1,4,6,0,0,0,1,0,0,1995,1,No
9,2,1,1,0,2,9,2,1,1,53,0,1,0,1,6631,6,500,4,4,3,1,5,6,0,0,0,0,3,0,1995,1,No
9,2,2,0,0,1,9,3,0,1,26,1,1,0,2,6632,12,400,2,4,3,0,5,4,0,0,0,1,0,0,1995,1,No
8,4,3,1,1,1,9,1,0,1,26,0,1,0,1,6633,12,400,4,4,3,0,4,4,0,0,0,3,0,0,1995,1,No
8,4,0,5,0,2,9,1,1,1,55,1,2,0,0,6634,4,400,3,4,3,0,6,6,0,0,0,3,0,0,1995,2,No
5,2,0,4,1,3,5,4,0,1,52,0,1,0,2,6635,9,700,1,4,3,1,7,6,0,0,0,3,0,0,1995,1,No
8,4,0,0,0,1,9,1,0,0,22,1,2,0,0,6636,5,400,4,4,3,1,4,3,0,0,0,0,0,0,1995,2,No
3,5,4,5,0,1,4,1,0,1,65,1,0,2,1,6637,14,400,2,4,3,0,7,7,0,0,0,3,4,1,1995,0,No
3,4,3,3,0,2,4,2,0,1,57,1,1,0,1,6638,8,400,2,4,3,0,7,7,0,0,0,1,0,0,1995,1,No
4,1,2,1,0,3,4,1,1,0,35,0,0,2,1,6639,13,400,2,4,3,3,5,4,0,0,0,0,0,0,1995,0,No
5,1,3,5,0,2,9,2,0,1,30,0,0,2,1,6640,15,400,1,4,3,2,6,4,0,0,0,0,0,0,1995,0,No
9,2,0,3,0,3,9,2,0,1,43,0,7,2,5,6641,2,400,4,4,3,2,6,5,0,0,0,3,0,0,1995,1,No
4,4,1,5,0,1,4,5,0,1,46,0,0,2,2,6642,9,400,1,4,3,2,7,6,0,0,0,0,0,0,1995,0,No
3,1,1,4,0,3,8,4,0,1,48,0,5,1,5,6643,6,400,4,4,3,0,7,6,0,0,0,0,0,2,1995,2,No
11,5,4,5,0,4,11,5,0,0,40,0,0,2,1,6644,6,400,2,4,3,2,5,5,0,0,0,2,2,0,1995,0,No
9,1,1,1,0,2,9,1,1,1,52,0,0,2,2,6645,15,400,3,4,3,3,6,6,0,0,0,0,0,0,1995,0,No
8,4,1,5,0,3,8,4,0,1,27,1,1,0,1,6646,10,400,3,4,3,0,6,4,0,0,0,0,0,0,1995,1,No
0,4,1,0,0,1,0,4,1,0,72,0,1,0,1,6647,11,400,2,4,3,2,6,8,0,0,0,3,0,0,1995,1,No
0,4,0,3,0,2,0,4,0,1,40,1,0,2,2,6648,13,400,3,4,3,2,6,5,0,0,0,0,0,0,1995,0,No
5,2,4,3,0,5,5,2,0,0,45,0,0,2,1,6649,16,400,4,4,3,2,6,5,0,0,0,0,0,0,1995,0,No
3,3,1,0,0,4,3,4,0,0,0,0,0,2,5,6650,16,400,1,4,3,2,0,0,0,0,0,0,0,0,1995,0,No
0,2,3,1,0,5,0,2,0,1,57,0,2,0,1,6651,11,400,3,4,3,3,7,7,0,0,0,2,0,0,1995,2,No
0,2,2,6,0,4,0,2,0,1,49,0,1,0,1,6652,7,400,1,4,3,2,7,6,0,0,0,1,0,0,1995,1,No
8,4,1,4,0,1,9,1,0,1,35,0,2,0,1,6653,8,400,4,4,3,1,5,4,0,0,0,0,0,0,1995,2,No
10,4,2,4,0,5,10,4,1,1,36,0,0,2,1,6654,14,400,4,4,3,2,6,5,0,0,0,3,0,0,1995,0,No
4,5,2,7,0,3,4,5,1,0,31,1,2,0,1,6655,9,400,1,4,3,2,4,4,0,0,0,1,0,0,1995,2,No
2,5,1,1,1,2,5,3,0,0,18,0,2,0,1,6656,12,400,4,4,3,1,1,2,0,0,0,2,0,0,1995,2,No
5,2,6,0,0,3,5,3,0,1,43,0,0,2,1,6657,9,400,3,4,3,2,6,5,0,0,0,0,0,0,1995,0,No
5,5,4,12,0,5,6,1,0,0,33,0,1,0,1,6658,3,400,1,4,3,1,5,4,0,0,0,0,4,1,1995,1,No
5,4,2,12,0,1,5,4,0,0,29,0,2,0,2,6659,3,400,4,4,3,1,5,4,0,0,0,1,0,0,1995,2,No
9,1,0,0,0,1,9,1,0,0,41,0,1,0,1,6660,7,400,1,4,3,2,6,5,0,0,0,3,0,0,1995,1,No
9,4,2,3,0,2,10,2,0,1,56,1,2,0,2,6661,10,400,2,4,3,0,7,7,0,0,0,0,0,0,1995,2,No
8,4,0,5,0,3,8,5,0,1,29,0,2,0,5,6662,2,400,4,4,3,0,5,4,0,0,0,3,0,0,1995,2,Yes
11,4,4,1,0,3,11,5,0,0,18,0,2,0,0,6663,2,400,4,4,3,0,1,2,0,0,0,3,0,0,1995,2,No
11,2,1,3,0,1,0,3,0,1,28,0,0,2,2,6664,10,400,4,4,3,2,4,4,0,0,0,3,0,0,1995,0,No
11,2,6,4,0,2,11,2,0,1,55,1,1,0,0,6665,6,400,1,4,3,0,6,6,0,0,0,0,0,0,1995,1,No
11,4,6,3,0,2,11,4,0,1,56,1,0,2,2,6666,2,700,1,4,3,1,6,7,0,0,0,0,0,0,1995,0,No
6,1,6,5,0,1,6,1,0,1,43,0,0,2,5,6667,6,400,4,4,3,2,6,5,0,0,0,3,0,0,1995,0,No
8,4,1,0,0,4,9,1,0,0,30,0,2,0,0,6668,3,400,1,4,3,0,5,4,0,0,0,0,0,0,1995,2,Yes
6,4,3,3,0,5,6,5,0,1,48,0,2,0,1,6669,1,400,4,4,3,2,7,6,0,0,0,3,0,0,1995,2,No
6,1,3,3,0,1,6,2,0,1,56,0,0,2,0,6670,15,400,2,4,3,2,7,7,0,0,0,1,0,0,1995,0,No
10,2,5,1,1,4,10,3,0,0,30,0,1,0,1,6671,5,400,3,4,3,0,6,4,0,0,0,2,0,0,1995,1,No
11,4,5,6,0,5,11,5,1,0,37,0,1,0,5,6672,14,400,2,4,3,3,7,5,1,0,0,1,0,0,1995,1,No
11,2,6,4,0,2,11,2,0,1,48,0,0,2,1,6673,14,400,3,4,3,0,7,6,0,0,0,0,0,0,1995,0,No
2,4,5,5,0,3,2,5,0,1,57,1,0,2,2,6674,16,400,3,4,3,0,7,7,0,0,0,2,0,0,1995,0,No
10,2,5,1,0,4,10,4,1,1,47,0,2,0,1,6675,9,400,2,4,3,0,6,6,0,0,0,0,0,0,1995,2,No
9,1,1,1,0,2,9,4,0,1,36,0,2,0,1,6676,6,400,1,4,3,0,6,5,0,0,0,1,0,0,1995,2,No
9,1,1,1,0,2,9,1,0,1,55,0,0,2,1,6677,16,400,4,4,3,2,7,6,0,0,0,0,0,0,1995,0,No
7,3,2,1,0,3,7,3,0,1,31,1,0,2,1,6678,9,400,3,4,3,1,5,4,0,0,0,2,0,0,1995,0,No
7,3,3,1,0,3,7,3,0,1,55,0,1,0,1,6679,9,400,3,4,3,2,5,6,0,0,0,1,4,1,1995,1,No
4,2,1,6,0,5,11,1,0,0,28,0,2,0,1,6680,9,400,4,4,3,1,5,4,0,0,0,0,0,0,1995,2,No
8,4,1,2,0,2,8,4,0,1,63,0,2,0,5,6681,11,400,2,4,3,2,7,7,0,0,0,0,0,0,1995,2,Yes
0,2,5,1,0,5,0,3,0,1,34,0,0,2,1,6682,5,500,4,4,3,2,5,4,0,0,0,3,3,0,1995,0,No
6,4,6,1,0,1,7,4,0,1,52,0,1,0,1,6683,13,400,3,4,3,0,7,6,0,0,0,0,0,0,1995,1,No
7,1,6,5,0,2,7,2,0,1,38,0,2,0,2,6684,7,400,1,4,3,0,6,5,0,0,0,2,0,2,1995,2,No
7,2,1,0,0,5,7,2,0,0,58,0,2,0,0,6685,4,400,1,4,3,2,7,7,0,0,0,3,0,0,1995,2,No
4,4,3,4,0,4,4,4,0,1,38,1,1,0,5,6686,4,400,3,4,3,3,7,5,0,0,0,3,0,0,1995,1,No
4,4,3,5,0,4,4,4,0,1,38,1,1,0,1,6687,12,400,4,4,3,2,6,5,0,0,0,3,0,0,1995,1,No
